pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en,ex3_de,ex3_en,ex4_de,ex4_en,ex5_de,ex5_en
noun,Löwe,der,m,"Animals masculine",Löwen,lion,Der Löwe ist stark.,The lion is strong.,,,,,,,,
noun,Tiger,der,m,"Animals masculine",Tiger,tiger,Der Tiger hat Streifen.,The tiger has stripes.,,,,,,,,
noun,Bär,der,m,"Animals masculine",Bären,bear,Der Bär schläft im Winter.,The bear sleeps in winter.,,,,,,,,
noun,Fuchs,der,m,"Animals masculine",Füchse,fox,Der Fuchs ist schlau.,The fox is clever.,,,,,,,,
noun,Hase,der,m,"Animals masculine",Hasen,hare/rabbit,Der Hase hoppelt.,The rabbit hops.,,,,,,,,
noun,Kaninchen,das,n,"Diminutive -chen neuter",Kaninchen,rabbit (pet),Das Kaninchen frisst Karotten.,The rabbit eats carrots.,,,,,,,,
noun,Nudeln,die,pl,"Often used in plural",,pasta/noodles,Wir essen Nudeln mit Soße.,We eat pasta with sauce.,,,,,,,,
noun,Reis,der,m,"Food masculine",,rice,Der Reis ist weich gekocht.,The rice is cooked soft.,,,,,,,,
noun,Suppe,die,f,"Food feminine",Suppen,soup,Die Suppe ist heiß.,The soup is hot.,,,,,,,,
noun,Soße,die,f,"Food feminine",Soßen,sauce,Die Soße schmeckt gut.,The sauce tastes good.,,,,,,,,
noun,Kuchen,der,m,"Food masculine",Kuchen,cake,Der Kuchen ist süß.,The cake is sweet.,,,,,,,,
noun,Torte,die,f,"Food feminine",Torten,cream cake,Die Torte ist mit Sahne.,The cake is with cream.,,,,,,,,
noun,Eis,das,n,"Food neuter",,ice cream,Das Eis schmeckt nach Schokolade.,The ice cream tastes like chocolate.,,,,,,,,
noun,Pudding,der,m,"Food masculine",Puddinge/Puddings,pudding,Der Pudding ist vanille.,The pudding is vanilla.,,,,,,,,
noun,Joghurt,der/das,m/n,"Gender varies",Joghurts,yogurt,Der Joghurt ist abgelaufen.,The yogurt is expired.,,,,,,,,
noun,Quark,der,m,"Food masculine",,quark/curd cheese,Quark ist gesund.,Quark is healthy.,,,,,,,,
noun,Honig,der,m,"Food masculine",,honey,Der Honig ist von Bienen.,The honey is from bees.,,,,,,,,
noun,Marmelade,die,f,"Food feminine",Marmeladen,jam,Die Marmelade ist Erdbeere.,The jam is strawberry.,,,,,,,,
noun,Nuss,die,f,"Food feminine",Nüsse,nut,Die Nüsse sind im Kuchen.,The nuts are in the cake.,,,,,,,,
noun,Schokolade,die,f,"Food feminine",Schokoladen,chocolate,Die Schokolade ist aus Belgien.,The chocolate is from Belgium.,,,,,,,,
noun,Rücken,der,m,"Body part masculine",Rücken,back,Mein Rücken tut weh.,My back hurts.,,,,,,,,
noun,Bauch,der,m,"Body part masculine",Bäuche,stomach,Ich habe Bauchschmerzen.,I have stomach pain.,,,,,,,,
noun,Hals,der,m,"Body part masculine",Hälse,neck/throat,Mein Hals ist trocken.,My throat is dry.,,,,,,,,
noun,Finger,der,m,"Body part masculine",Finger,finger,Der Ring ist am Finger.,The ring is on the finger.,,,,,,,,
noun,Zeh,der,m,"Body part masculine",Zehen,toe,Der Zeh ist verletzt.,The toe is injured.,,,,,,,,
noun,Knie,das,n,"Body part neuter",Knie,knee,Das Knie tut weh.,The knee hurts.,,,,,,,,
noun,Ellbogen,der,m,"Body part masculine",Ellbogen,elbow,Der Ellbogen ist am Arm.,The elbow is on the arm.,,,,,,,,
noun,Schulter,die,f,"Body part feminine",Schultern,shoulder,Die Schulter ist steif.,The shoulder is stiff.,,,,,,,,
noun,Brust,die,f,"Body part feminine",Brust/ Brüste,chest/breast,Die Brust ist breit.,The chest is broad.,,,,,,,,
noun,Rippe,die,f,"Body part feminine",Rippen,rib,Er hat sich eine Rippe gebrochen.,He broke a rib.,,,,,,,,
noun,Wirbelsäule,die,f,"Body part feminine",Wirbelsäulen,spine,Die Wirbelsäule ist wichtig.,The spine is important.,,,,,,,,
noun,Haut,die,f,"Body part feminine",,skin,Die Haut ist trocken.,The skin is dry.,,,,,,,,
noun,Blut,das,n,"Body substance neuter",,blood,Das Blut ist rot.,Blood is red.,,,,,,,,
noun,Ader,die,f,"Body part feminine",Adern,vein,Die Adern sind blau.,The veins are blue.,,,,,,,,
noun,Verkäufer,der,m,"Profession masculine",Verkäufer,salesperson,Der Verkäufer berät mich.,The salesperson advises me.,,,,,,,,
noun,Verkäuferin,die,f,"Profession feminine",Verkäuferinnen,saleswoman,Die Verkäuferin ist freundlich.,The saleswoman is friendly.,,,,,,,,
noun,Kassierer,der,m,"Profession masculine",Kassierer,cashier,Der Kassierer kassiert das Geld.,The cashier takes the money.,,,,,,,,
noun,Kassiererin,die,f,"Profession feminine",Kassiererinnen,female cashier,Die Kassiererin scannt die Produkte.,The cashier scans the products.,,,,,,,,
noun,Bauer,der,m,"Profession masculine",Bauern,farmer,Der Bauer arbeitet auf dem Feld.,The farmer works in the field.,,,,,,,,
noun,Bäuerin,die,f,"Profession feminine",Bäuerinnen,female farmer,Die Bäuerin füttert die Hühner.,The farmer feeds the chickens.,,,,,,,,
noun,Gärtner,der,m,"Profession masculine",Gärtner,gardener,Der Gärtner pflanzt Blumen.,The gardener plants flowers.,,,,,,,,
noun,Gärtnerin,die,f,"Profession feminine",Gärtnerinnen,female gardener,Die Gärtnerin schneidet die Hecke.,The gardener trims the hedge.,,,,,,,,
noun,Maler,der,m,"Profession masculine",Maler,painter,Der Maler streicht die Wand.,The painter paints the wall.,,,,,,,,
noun,Malerin,die,f,"Profession feminine",Malerinnen,female painter,Die Malerin mischt die Farben.,The painter mixes the colors.,,,,,,,,
noun,Mechaniker,der,m,"Profession masculine",Mechaniker,mechanic,Der Mechaniker repariert das Auto.,The mechanic repairs the car.,,,,,,,,
noun,Mechanikerin,die,f,"Profession feminine",Mechanikerinnen,female mechanic,Die Mechanikerin prüft den Motor.,The mechanic checks the engine.,,,,,,,,
noun,Fahrer,der,m,"Profession masculine",Fahrer,driver,Der Fahrer fährt den Bus.,The driver drives the bus.,,,,,,,,
noun,Fahrerin,die,f,"Profession feminine",Fahrerinnen,female driver,Die Fahrerin hat eine Pause.,The driver has a break.,,,,,,,,
noun,Pilot,der,m,"Profession masculine",Piloten,pilot,Der Pilot fliegt nach New York.,The pilot flies to New York.,,,,,,,,
noun,Pilotin,die,f,"Profession feminine",Pilotinnen,female pilot,Die Pilotin landet das Flugzeug.,The pilot lands the plane.,,,,,,,,
noun,Kellner,der,m,"Profession masculine",Kellner,waiter,Der Kellner bringt das Essen.,The waiter brings the food.,,,,,,,,
noun,Kellnerin,die,f,"Profession feminine",Kellnerinnen,waitress,Die Kellnerin nimmt die Bestellung auf.,The waitress takes the order.,,,,,,,,
noun,Koch,der,m,"Profession masculine",Köche,cook/chef,Der Koch kocht das Mittagessen.,The cook prepares lunch.,,,,,,,,
noun,Köchin,die,f,"Profession feminine",Köchinnen,female cook,Die Köchin backt den Kuchen.,The cook bakes the cake.,,,,,,,,
noun,Bäcker,der,m,"Profession masculine",Bäcker,baker,Der Bäcker backt Brötchen.,The baker bakes bread rolls.,,,,,,,,
noun,Bäckerin,die,f,"Profession feminine",Bäckerinnen,female baker,Die Bäckerin verkauft Brot.,The baker sells bread.,,,,,,,,
noun,Friseur,der,m,"Profession masculine",Friseure,hairdresser,Der Friseur schneidet Haare.,The hairdresser cuts hair.,,,,,,,,
noun,Friseurin,die,f,"Profession feminine",Friseurinnen,female hairdresser,Die Friseurin wäscht die Haare.,The hairdresser washes hair.,,,,,,,,
noun,Polizist,der,m,"Profession masculine",Polizisten,police officer,Der Polizist regelt den Verkehr.,The police officer directs traffic.,,,,,,,,
noun,Polizistin,die,f,"Profession feminine",Polizistinnen,female police officer,Die Polizistin fragt nach dem Ausweis.,The police officer asks for ID.,,,,,,,,
noun,Feuerwehrmann,der,m,"Profession masculine",Feuerwehrmänner,firefighter,Der Feuerwehrmann löscht das Feuer.,The firefighter extinguishes the fire.,,,,,,,,
noun,Feuerwehrfrau,die,f,"Profession feminine",Feuerwehrfrauen,female firefighter,Die Feuerwehrfrau rettet die Katze.,The firefighter rescues the cat.,,,,,,,,
noun,Richter,der,m,"Profession masculine",Richter,judge,Der Richter spricht das Urteil.,The judge pronounces the verdict.,,,,,,,,
noun,Richterin,die,f,"Profession feminine",Richterinnen,female judge,Die Richterin erklärt das Gesetz.,The judge explains the law.,,,,,,,,
noun,Anwalt,der,m,"Profession masculine",Anwälte,lawyer,Der Anwalt verteidigt den Klienten.,The lawyer defends the client.,,,,,,,,
noun,Anwältin,die,f,"Profession feminine",Anwältinnen,female lawyer,Die Anwältin schreibt einen Brief.,The lawyer writes a letter.,,,,,,,,
noun,Journalist,der,m,"Profession masculine",Journalisten,journalist,Der Journalist recherchiert.,The journalist researches.,,,,,,,,
noun,Journalistin,die,f,"Profession feminine",Journalistinnen,female journalist,Die Journalistin interviewt den Star.,The journalist interviews the star.,,,,,,,,
noun,Fotograf,der,m,"Profession masculine",Fotografen,photographer,Der Fotograf macht Fotos.,The photographer takes photos.,,,,,,,,
noun,Fotografin,die,f,"Profession feminine",Fotografinnen,female photographer,Die Fotografin bearbeitet die Bilder.,The photographer edits the images.,,,,,,,,
noun,Künstler,der,m,"Profession masculine",Künstler,artist,Der Künstler malt ein Bild.,The artist paints a picture.,,,,,,,,
noun,Künstlerin,die,f,"Profession feminine",Künstlerinnen,female artist,Die Künstlerin stellt aus.,The artist exhibits.,,,,,,,,
noun,Schriftsteller,der,m,"Profession masculine",Schriftsteller,writer,Der Schriftsteller schreibt Romane.,The writer writes novels.,,,,,,,,
noun,Schriftstellerin,die,f,"Profession feminine",Schriftstellerinnen,female writer,Die Schriftstellerin liest aus ihrem Buch.,The writer reads from her book.,,,,,,,,
noun,Musiker,der,m,"Profession masculine",Musiker,musician,Der Musiker spielt Gitarre.,The musician plays guitar.,,,,,,,,
noun,Musikerin,die,f,"Profession feminine",Musikerinnen,female musician,Die Musikerin singt ein Lied.,The musician sings a song.,,,,,,,,
noun,Arbeiter,der,m,"Profession masculine",Arbeiter,worker,Der Arbeiter ist in der Fabrik.,The worker is in the factory.,,,,,,,,
noun,Arbeiterin,die,f,"Profession feminine",Arbeiterinnen,female worker,Die Arbeiterin macht Pause.,The worker takes a break.,,,,,,,,
noun,Angestellte,der/die,m/f,"Nominalized adjective",Angestellten,employee,Der Angestellte arbeitet im Büro.,The employee works in the office.,,,,,,,,
noun,Beamte,der,m,"Nominalized adjective",Beamten,civil servant,Der Beamte bearbeitet den Antrag.,The civil servant processes the application.,,,,,,,,
noun,Beamtin,die,f,"Feminine form",Beamtinnen,female civil servant,Die Beamtin stempelt das Dokument.,The civil servant stamps the document.,,,,,,,,
noun,Rentner,der,m,"Profession masculine",Rentner,pensioner/retiree,Der Rentner geht spazieren.,The retiree goes for a walk.,,,,,,,,
noun,Rentnerin,die,f,"Profession feminine",Rentnerinnen,female pensioner,Die Rentnerin liest Zeitung.,The retiree reads the newspaper.,,,,,,,,
noun,Student,der,m,"Profession masculine",Studenten,university student,Der Student lernt für die Prüfung.,The student studies for the exam.,,,,,,,,
noun,Studentin,die,f,"Profession feminine",Studentinnen,female student,Die Studentin besucht die Vorlesung.,The student attends the lecture.,,,,,,,,
noun,Schüler,der,m,"Profession masculine",Schüler,pupil/student,Der Schüler macht Hausaufgaben.,The pupil does homework.,,,,,,,,
noun,Schülerin,die,f,"Profession feminine",Schülerinnen,female pupil,Die Schülerin schreibt einen Test.,The pupil writes a test.,,,,,,,,
noun,Auszubildende,der/die,m/f,"Nominalized adjective",Auszubildenden,trainee/apprentice,Der Auszubildende lernt den Beruf.,The trainee learns the profession.,,,,,,,,
noun,Praktikant,der,m,"Profession masculine",Praktikanten,intern,Der Praktikant hilft im Büro.,The intern helps in the office.,,,,,,,,
noun,Praktikantin,die,f,"Profession feminine",Praktikantinnen,female intern,Die Praktikantin macht Kaffee.,The intern makes coffee.,,,,,,,,
noun,Laptop,der,m,"Technology masculine",Laptops,laptop,Der Laptop ist neu.,The laptop is new.,,,,,,,,
noun,Tablet,das,n,"Technology neuter",Tablets,tablet,Das Tablet hat einen Touchscreen.,The tablet has a touchscreen.,,,,,,,,
noun,Kopfhörer,der,m,"Technology masculine",Kopfhörer,headphones,Der Kopfhörer ist kabellos.,The headphones are wireless.,,,,,,,,
noun,Lautsprecher,der,m,"Technology masculine",Lautsprecher,speaker,Der Lautsprecher ist laut.,The speaker is loud.,,,,,,,,
noun,Maus,die,f,"Technology feminine",Mäuse,computer mouse,Die Maus ist optisch.,The mouse is optical.,,,,,,,,
noun,Tastatur,die,f,"Technology feminine",Tastaturen,keyboard,Die Tastatur ist kabellos.,The keyboard is wireless.,,,,,,,,
noun,Bildschirm,der,m,"Technology masculine",Bildschirme,screen/monitor,Der Bildschirm ist groß.,The screen is big.,,,,,,,,
noun,USB-Stick,der,m,"Technology masculine",USB-Sticks,USB flash drive,Der USB-Stick hat 16 Gigabyte.,The USB stick has 16 gigabytes.,,,,,,,,
noun,App,die,f,"Technology feminine",Apps,app,Die App ist kostenlos.,The app is free.,,,,,,,,
noun,Internet,das,n,"Technology neuter",,internet,Das Internet ist langsam.,The internet is slow.,,,,,,,,
noun,Netzwerk,das,n,"Technology neuter",Netzwerke,network,Das Netzwerk ist sicher.,The network is secure.,,,,,,,,
noun,E-Mail-Adresse,die,f,"Compound feminine",E-Mail-Adressen,email address,Meine E-Mail-Adresse ist name@mail.de.,My email address is name@mail.de.,,,,,,,,
noun,Benutzername,der,m,"Compound masculine",Benutzernamen,username,Der Benutzername ist falsch.,The username is incorrect.,,,,,,,,
noun,Startseite,die,f,"Compound feminine",Startseiten,homepage,Die Startseite lädt langsam.,The homepage loads slowly.,,,,,,,,
noun,Suchmaschine,die,f,"Compound feminine",Suchmaschinen,search engine,Google ist eine Suchmaschine.,Google is a search engine.,,,,,,,,
noun,Link,der,m,"Technology masculine",Links,link,Der Link funktioniert nicht.,The link doesn't work.,,,,,,,,
noun,Download,der,m,"Technology masculine",Downloads,download,Der Download ist fertig.,The download is finished.,,,,,,,,
noun,Upload,der,m,"Technology masculine",Uploads,upload,Der Upload dauert lange.,The upload takes a long time.,,,,,,,,
noun,Holz,das,n,"Material neuter",,wood,Der Tisch ist aus Holz.,The table is made of wood.,,,,,,,,
noun,Metall,das,n,"Material neuter",,metal,Die Tür ist aus Metall.,The door is made of metal.,,,,,,,,
noun,Plastik,das,n,"Material neuter",,plastic,Die Flasche ist aus Plastik.,The bottle is made of plastic.,,,,,,,,
noun,Glas,das,n,"Material neuter",,glass,Das Fenster ist aus Glas.,The window is made of glass.,,,,,,,,
noun,Papier,das,n,"Material neuter",,paper,Das Blatt ist aus Papier.,The sheet is made of paper.,,,,,,,,
noun,Pappe,die,f,"Material feminine",,cardboard,Der Karton ist aus Pappe.,The box is made of cardboard.,,,,,,,,
noun,Stein,der,m,"Material masculine",Stones,stone,Die Mauer ist aus Stein.,The wall is made of stone.,,,,,,,,
noun,Beton,der,m,"Material masculine",,concrete,Das Haus ist aus Beton.,The house is made of concrete.,,,,,,,,
noun,Gummi,der/das,m/n,"Material variable",,rubber,Die Sohle ist aus Gummi.,The sole is made of rubber.,,,,,,,,
noun,Leder,das,n,"Material neuter",,leather,Die Schuhe sind aus Leder.,The shoes are made of leather.,,,,,,,,
noun,Wolle,die,f,"Material feminine",,wool,Der Pullover ist aus Wolle.,The sweater is made of wool.,,,,,,,,
noun,Baumwolle,die,f,"Material feminine",,cotton,Das T-Shirt ist aus Baumwolle.,The T-shirt is made of cotton.,,,,,,,,
noun,Seide,die,f,"Material feminine",,silk,Das Kleid ist aus Seide.,The dress is made of silk.,,,,,,,,
noun,Samt,der,m,"Material masculine",,velvet,Der Vorhang ist aus Samt.,The curtain is made of velvet.,,,,,,,,
noun,Glück,das,n,"Abstract noun neuter",,luck,happiness,Glück ist, wenn man zufrieden ist.,Happiness is when you are content.,,,,,,,,
noun,Pech,das,n,"Abstract noun neuter",,bad luck,Ich hatte Pech im Spiel.,I had bad luck in the game.,,,,,,,,
noun,Ruhe,die,f,"Abstract noun feminine",,quiet,calm,Die Ruhe vor dem Sturm.,The calm before the storm.,,,,,,,,
noun,Lärm,der,m,"Abstract noun masculine",,noise,Der Lärm von der Straße stört.,The noise from the street disturbs.,,,,,,,,
noun,Ordnung,die,f,"Abstract noun feminine",,order,Alles ist in Ordnung.,Everything is in order.,,,,,,,,
noun,Unordnung,die,f,"Abstract noun feminine",,disorder,Unordnung macht mich nervös.,Disorder makes me nervous.,,,,,,,,
noun,Freiheit,die,f,"Abstract noun feminine",,freedom,Freiheit ist wichtig.,Freedom is important.,,,,,,,,
noun,Gleichheit,die,f,"Abstract noun feminine",,equality,Alle Menschen sind gleich.,All people are equal.,,,,,,,,
noun,Gerechtigkeit,die,f,"Abstract noun feminine",,justice,Das ist eine Frage der Gerechtigkeit.,That's a question of justice.,,,,,,,,
noun,Wahrheit,die,f,"Abstract noun feminine",,truth,Die Wahrheit ist manchmal hart.,The truth is sometimes hard.,,,,,,,,
noun,Lüge,die,f,"Abstract noun feminine",Lügen,lie,Das ist eine Lüge.,That's a lie.,,,,,,,,
noun,Idee,die,f,"Abstract noun feminine",Ideen,idea,Ich habe eine Idee.,I have an idea.,,,,,,,,
noun,Gedanke,der,m,"Abstract noun masculine",Gedanken,thought,Der Gedanke ist interessant.,The thought is interesting.,,,,,,,,
noun,Gefühl,das,n,"Abstract noun neuter",Gefühle,feeling,Gefühle kann man nicht immer kontrollieren.,You can't always control feelings.,,,,,,,,
noun,Erfahrung,die,f,"Abstract noun feminine",Erfahrungen,experience,Das war eine gute Erfahrung.,That was a good experience.,,,,,,,,
noun,Geheimnis,das,n,"Abstract noun neuter",Geheimnisse,secret,Das ist mein Geheimnis.,That's my secret.,,,,,,,,
noun,Überraschung,die,f,"Abstract noun feminine",Überraschungen,surprise,Was für eine Überraschung!,What a surprise!,,,,,,,,
adj,hell,,,,,bright,Das Zimmer ist hell.,The room is bright.,,,,,,,,
adj,dunkel,,,,,dark,Es ist schon dunkel draußen.,It's already dark outside.,,,,,,,,
adj,dick,,,,,thick/fat,Das Buch ist dick.,The book is thick.,,,,,,,,
adj,dünn,,,,,thin,Die Scheibe ist dünn.,The slice is thin.,,,,,,,,
adj,stark,,,,,strong,Er ist stark.,He is strong.,,,,,,,,
adj,schwach,,,,,weak,Sie fühlt sich schwach.,She feels weak.,,,,,,,,
adj,richtig,,,,,correct,Das ist die richtige Antwort.,That is the correct answer.,,,,,,,,
adj,falsch,,,,,wrong,Das war falsch.,That was wrong.,,,,,,,,
adj,ehrlich,,,,,honest,Sei ehrlich zu mir!,Be honest with me!,,,,,,,,
adj,gemein,,,,,mean,Das war gemein.,That was mean.,,,,,,,,
adj,faul,,,,,lazy,Er ist faul und arbeitet nicht.,He is lazy and doesn't work.,,,,,,,,
adj,fleißig,,,,,diligent,Sie ist sehr fleißig.,She is very diligent.,,,,,,,,
adj,neugierig,,,,,curious,Neugierige Kinder fragen viel.,Curious children ask a lot.,,,,,,,,
adj,vorsichtig,,,,,careful,Sei vorsichtig auf der Straße!,Be careful on the street!,,,,,,,,
adj,gefährlich,,,,,dangerous,Das ist gefährlich.,That is dangerous.,,,,,,,,
adj,sicher,,,,,safe/certain,Bist du dir sicher?,Are you certain?,,,,,,,,
adj,unsicher,,,,,unsure,Ich bin mir unsicher.,I am unsure.,,,,,,,,
adj,verschieden,,,,,different,Wir sind verschieden.,We are different.,,,,,,,,
adj,gleich,,,,,same,Wir sind gleich alt.,We are the same age.,,,,,,,,
verb,wünschen,,,,,to wish,Ich wünsche dir viel Glück.,I wish you good luck.,Was wünschst du dir zum Geburtstag?,What do you wish for your birthday?,,,,,,
verb,sammeln,,,,,to collect,Sie sammelt Briefmarken.,She collects stamps.,,,,,,,,
verb,backen,,,,,to bake,Er backt einen Kuchen.,He bakes a cake.,,,,,,,,
verb,braten,,,,,to fry/roast,Die Mutter brät Fisch.,The mother fries fish.,,,,,,,,
verb,grillen,,,,,to grill,Im Sommer grillen wir gern.,In summer we like to grill.,,,,,,,,
verb,einpacken,,,,,to wrap/to pack,Ich packe das Geschenk ein.,I wrap the gift.,,,,,,,,
verb,auspacken,,,,,to unpack,Wir packen die Koffer aus.,We unpack the suitcases.,,,,,,,,
verb,aufräumen,,,,,to tidy up,Räum dein Zimmer auf!,Tidy up your room!,,,,,,,,
verb,wegwerfen,,,,,to throw away,Bitte wirf den Müll weg.,Please throw away the trash.,,,,,,,,
verb,aufhängen,,,,,to hang up,Ich hänge das Bild auf.,I hang up the picture.,,,,,,,,
verb,abnehmen,,,,,to take off/remove,Er nimmt den Hut ab.,He takes off his hat.,,,,,,,,
verb,zunehmen,,,,,to increase/gain weight,Im Winter nehme ich oft zu.,In winter I often gain weight.,,,,,,,,
verb,abnehmen,,,,,to lose weight,Du hast abgenommen.,You have lost weight.,,,,,,,,
verb,passen,,,,,to fit,Die Hose passt gut.,The pants fit well.,,,,,,,,
verb,stehen (Kleidung),,,,,,to suit,Dieses Kleid steht dir.,This dress suits you.,,,,,,,,
verb,gefallen,,,,,to please,Das Bild gefällt mir.,The picture pleases me/I like the picture.,,,,,,,,
verb,fehlen,,,,,to be missing,Du fehlst mir.,I miss you.,,,,,,,,
verb,vermuten,,,,,to assume/suspect,Ich vermute, dass er kommt.,I assume that he is coming.,,,,,,,,
verb,bezweifeln,,,,,to doubt,Ich bezweifle das.,I doubt that.,,,,,,,,
verb,zustimmen,,,,,to agree,Stimmst du mir zu?,Do you agree with me?,,,,,,,,
verb,ablehnen,,,,,to reject,Er lehnt den Vorschlag ab.,He rejects the proposal.,,,,,,,,
verb,anbieten,,,,,to offer,Kann ich dir Hilfe anbieten?,Can I offer you help?,,,,,,,,
verb,annehmen,,,,,to accept,Er nimmt die Einladung an.,He accepts the invitation.,,,,,,,,
verb,teilnehmen,,,,,to participate,Wir nehmen an dem Kurs teil.,We participate in the course.,,,,,,,,
verb,stattfinden,,,,,to take place,Das Konzert findet morgen statt.,The concert takes place tomorrow.,,,,,,,,
verb,aufpassen,,,,,to pay attention,Pass im Unterricht auf!,Pay attention in class!,,,,,,,,
verb,mitbringen,,,,,to bring along,Kannst du etwas zu essen mitbringen?,Can you bring something to eat?,,,,,,,,
verb,mitnehmen,,,,,to take along,Ich nehme meinen Regenschirm mit.,I take my umbrella along.,,,,,,,,
verb,wegbringen,,,,,to take away,Kannst du den Müll wegbringen?,Can you take away the trash?,,,,,,,,
verb,abgeben,,,,,to hand in,Ich gebe die Hausaufgaben ab.,I hand in the homework.,,,,,,,,
verb,abstellen,,,,,to park/put down,Stell das Auto bitte ab.,Please park the car.,,,,,,,,
verb,einstecken,,,,,to put in,Er steckt den Schlüssel ein.,He puts in the key.,,,,,,,,
verb,ausstecken,,,,,to unplug,Steck den Stecker aus!,Unplug the plug!,,,,,,,,
conjunction,während,,,,,while,Während ich koche, hört er Musik.,While I cook, he listens to music.,,,,,,,,
conjunction,solange,,,,,as long as,Solange du hier bist, bin ich glücklich.,As long as you are here, I am happy.,,,,,,,,
conjunction,sobald,,,,,as soon as,Ruf mich an, sobald du ankommst.,Call me as soon as you arrive.,,,,,,,,
conjunction,soweit,,,,,as far as,Soweit ich weiß, ist er krank.,As far as I know, he is sick.,,,,,,,,
conjunction,falls,,,,,in case,Nimm den Schirm mit, falls es regnet.,Take the umbrella in case it rains.,,,,,,,,
preposition,zwischen,,,,"Location: between","zwischen dem Haus und der Straße","between the house and the street",Das Buch liegt zwischen den Büchern.,The book lies between the books.,,,,,,,
preposition,hinter,,,,"behind","hinter dem Haus","behind the house",Er versteckt sich hinter der Tür.,He hides behind the door.,,,,,,,
preposition,vor,,,,"in front of","vor dem Kino","in front of the cinema",Wir treffen uns vor dem Bahnhof.,We meet in front of the station.,,,,,,,
preposition,über,,,,"above/over","über dem Tisch","above the table",Das Bild hängt über dem Sofa.,The picture hangs above the sofa.,,,,,,,
preposition,unter,,,,"under","unter dem Bett","under the bed",Die Katze ist unter dem Tisch.,The cat is under the table.,,,,,,,
preposition,neben,,,,"next to","neben dem Haus","next to the house",Die Schule ist neben der Kirche.,The school is next to the church.,,,,,,,
preposition,gegenüber,,,,"opposite","gegenüber dem Bahnhof","opposite the station",Das Hotel liegt gegenüber dem Park.,The hotel is opposite the park.,,,,,,,
preposition,entlang,,,,"along","den Fluss entlang","along the river",Wir gehen die Straße entlang.,We walk along the street.,,,,,,,
preposition,durch,,,,"through","durch den Park","through the park",Wir fahren durch die Stadt.,We drive through the city.,,,,,,,
preposition,um,,,,"around","um die Ecke","around the corner",Sie geht um den Block.,She walks around the block.,,,,,,,
phrase,Guten Rutsch!,,,,,Happy New Year!,Guten Rutsch ins neue Jahr!,Happy New Year!,,,,,,,,
phrase,Frohe Weihnachten!,,,,,Merry Christmas!,Frohe Weihnachten und ein glückliches neues Jahr!,Merry Christmas and a happy new year!,,,,,,,,
phrase,Frohe Ostern!,,,,,Happy Easter!,Frohe Ostern!,Happy Easter!,,,,,,,,
phrase,Herzlichen Glückwunsch!,,,,,Congratulations!,Herzlichen Glückwunsch zum Geburtstag!,Happy birthday!,,,,,,,,
phrase,Viel Erfolg!,,,,,Good luck!,Viel Erfolg bei der Prüfung!,Good luck on the exam!,,,,,,,,
phrase,Gute Besserung!,,,,,Get well soon!,Gute Besserung!,Get well soon!,,,,,,,,
phrase,Alles Gute!,,,,,All the best!,Alles Gute zum Geburtstag!,Happy birthday!,,,,,,,,
phrase,Macht nichts!,,,,,Never mind!,Macht nichts, das passiert.,Never mind, that happens.,,,,,,,,
phrase,Kein Problem!,,,,,No problem!,Kein Problem, ich helfe dir.,No problem, I'll help you.,,,,,,,,
phrase,Das macht nichts!,,,,,That doesn't matter!,Das macht nichts.,That doesn't matter.,,,,,,,,
phrase,Schade!,,,,,What a pity!,Schade, dass du nicht kommen kannst.,Too bad you can't come.,,,,,,,,
phrase,Na ja!,,,,,Well well!,Na ja, das ist okay.,Well, that's okay.,,,,,,,,
phrase,Genau!,,,,,Exactly!,Genau das meine ich.,Exactly what I mean.,,,,,,,,
phrase,Stimmt!,,,,,That's right!,Stimmt, du hast recht.,That's right, you are correct.,,,,,,,,
phrase,Quatsch!,,,,,Nonsense!,Quatsch, das glaube ich nicht.,Nonsense, I don't believe that.,,,,,,,,
phrase,Unsinn!,,,,,Nonsense!,Das ist doch Unsinn!,That's nonsense!,,,,,,,,
phrase,Ach so!,,,,,Oh I see!,Ach so, jetzt verstehe ich.,Oh I see, now I understand.,,,,,,,,
phrase,Na klar!,,,,,Of course!,Na klar, das mache ich.,Of course, I'll do that.,,,,,,,,
phrase,Aber sicher!,,,,,But certainly!,Aber sicher kannst du kommen.,But certainly you can come.,,,,,,,,
phrase,Keine Ahnung!,,,,,No idea!,Keine Ahnung, frag mich nicht.,No idea, don't ask me.,,,,,,,,
phrase,Weiß nicht!,,,,,Don't know!,Weiß nicht, vielleicht morgen.,Don't know, maybe tomorrow.,,,,,,,,
phrase,Jein!,,,,,Yes and no!,Jein, es ist kompliziert.,Yes and no, it's complicated.,,,,,,,,
phrase,Vielleicht später!,,,,,Maybe later!,Vielleicht später, jetzt habe ich keine Zeit.,Maybe later, now I have no time.,,,,,,,,
phrase,Bis bald!,,,,,See you soon!,Bis bald!,See you soon!,,,,,,,,
phrase,Bis später!,,,,,See you later!,Bis später!,See you later!,,,,,,,,
phrase,Bis dann!,,,,,See you then!,Bis dann!,See you then!,,,,,,,,
phrase,Bis morgen!,,,,,See you tomorrow!,Bis morgen!,See you tomorrow!,,,,,,,,
phrase,Bis Montag!,,,,,See you Monday!,Bis Montag!,See you Monday!,,,,,,,,
