test_text,answer,test_verb,tip,meaning,grammar_tip
"null du gestern null?","Bist gerannt","rennen","movement verb","Did you run yesterday?","rennen (movement) → sein + gerannt."
"Er null sein Handy null.","hat vergessen","vergessen","inseparable prefix","He forgot his phone.","ver- prefix → no ge-: vergessen (e→a stem change)."
"Ich null gestern lange null.","habe gearbeitet","arbeiten","regular -t verb","I worked for a long time yesterday.","arbeiten → gearbeitet (ge- + stem + -et)."
"null ihr ins Kino null?","Seid gegangen","gehen","movement verb","Did you guys go to the cinema?","gehen → gegangen. movement → sein."
"Sie null mir geholfen.","hat","helfen","irregular verb + dativ","She helped me.","helfen → geholfen (e→o). helping verb: haben (dative verb but still haben)."
"Wir null gestern null.","haben gegessen","essen","irregular verb","We ate yesterday.","essen → gegessen (e→a). helping verb: haben."
"null du gut null?","Hast geschlafen","schlafen","irregular verb","Did you sleep well?","schlafen → geschlafen. helping verb: haben."
"Er null nach Hause null.","ist gegangen","gehen","movement verb","He went home.","gehen → gegangen. movement → sein."
"Das Buch liegt null dem Tisch.","auf","auf","on (horizontal)","The book is lying on the table.","auf + dative (Wo?): auf dem Tisch indicates location on a horizontal surface."
"Ich lege das Buch null den Tisch.","auf","auf","on (horizontal)","I put the book on the table.","auf + accusative (Wohin?): auf den Tisch indicates movement onto a horizontal surface."
"Die Lampe hängt null der Wand.","an","an","on (vertical)","The lamp is hanging on the wall.","an + dative (Wo?): an der Wand indicates location on a vertical surface."
"Ich hänge die Lampe null die Wand.","an","an","on (vertical)","I hang the lamp on the wall.","an + accusative (Wohin?): an die Wand indicates movement onto a vertical surface."
"Der Wein steht null dem Regal.","in","in","in (location)","The wine is standing in the shelf.","in + dative (Wo?): in dem Regal indicates location inside something."
"Ich stelle den Wein null das Regal.","in","in","in (movement)","I put the wine into the shelf.","in + accusative (Wohin?): in das (ins) Regal indicates movement into something."
"Die Kinder sind null der Schule.","in","in","in (building)","The children are in the school.","in + dative (Wo?): in der Schule indicates location inside a building."
"Die Kinder gehen null die Schule.","in","in","into (building)","The children go into the school.","in + accusative (Wohin?): in die Schule indicates movement into a building."
"Die Tasse steht null dem Tisch.","auf","auf","on (table)","The cup is standing on the table.","auf + dative (Wo?): auf dem Tisch."
"Stell die Tasse null den Tisch!","auf","auf","onto (table)","Put the cup onto the table!","auf + accusative (Wohin?): auf den Tisch (command)."
"Das Bild hängt null der Wand.","an","an","on (wall)","The picture is hanging on the wall.","an + dative: an der Wand."
"Häng das Bild null die Wand!","an","an","onto (wall)","Hang the picture on the wall!","an + accusative: an die Wand (command)."
"Er wohnt null Berlin.","in","in","in (city)","He lives in Berlin.","Cities use in + dative: in Berlin (Wo?)."
"Er fährt null Berlin.","nach","nach","to (city)","He's driving to Berlin.","Cities without article use nach for direction: nach Berlin."
"Wir sind null der Schweiz.","in","in","in (country)","We are in Switzerland.","Countries with article use in + dative: in der Schweiz."
"Wir fahren null die Schweiz.","in","in","to (country)","We're driving to Switzerland.","Countries with article use in + accusative: in die Schweiz."
"Das Kind sitzt null dem Tisch.","an","an","at (table)","The child is sitting at the table.","an + dative: am Tisch (an dem) means sitting at the table."
"Setz dich null den Tisch!","an","an","at (table)","Sit down at the table!","an + accusative: an den Tisch."
"Die Zeitung liegt null dem Sofa.","auf","auf","on (sofa)","The newspaper is lying on the sofa.","auf + dative: auf dem Sofa."
"Ich lege die Zeitung null das Sofa.","auf","auf","onto (sofa)","I put the newspaper onto the sofa.","auf + accusative: auf das (aufs) Sofa."
"Der Hund schläft null dem Bett.","unter","unter","under (bed)","The dog is sleeping under the bed.","unter + dative (Wo?): unter dem Bett."
"Der Hund kriecht null das Bett.","unter","unter","under (bed)","The dog crawls under the bed.","unter + accusative (Wohin?): unter das Bett."
"Das Auto steht null dem Haus.","vor","vor","in front of","The car is standing in front of the house.","vor + dative (Wo?): vor dem Haus."
"Das Auto fährt null das Haus.","vor","vor","in front of","The car drives in front of the house.","vor + accusative (Wohin?): vor das Haus."
"Die Garage ist null dem Haus.","hinter","hinter","behind","The garage is behind the house.","hinter + dative (Wo?): hinter dem Haus."
"Er stellt das Auto null das Haus.","hinter","hinter","behind","He puts the car behind the house.","hinter + accusative (Wohin?): hinter das Haus."
"Die Bushaltestelle ist null der Bank.","neben","neben","next to","The bus stop is next to the bank.","neben + dative (Wo?): neben der Bank."
"Er stellt sich null mich.","neben","neben","next to","He stands next to me.","neben + accusative (Wohin?): neben mich (personal pronoun accusative)."
"Das Restaurant ist null dem Kino und dem Museum.","zwischen","zwischen","between","The restaurant is between the cinema and the museum.","zwischen + dative (Wo?): zwischen dem Kino und dem Museum."
"Er setzt sich null seine Eltern.","zwischen","zwischen","between","He sits down between his parents.","zwischen + accusative (Wohin?): zwischen seine Eltern."
"null dem Tisch ist ein Teppich.","Unter","unter","under","Under the table there is a carpet.","unter + dative (Wo?): unter dem Tisch."
"null dem Haus ist ein Keller.","Unter","unter","under","Under the house there is a basement.","unter + dative: unter dem Haus."
"Der Kurs beginnt null 8 Uhr.","um","um","specific time","The course starts at 8 o'clock.","um is used for exact clock times: um + time [citation:5]."
"Ich stehe null 7 Uhr auf.","um","um","specific time","I get up at 7 o'clock.","um answers 'Um wie viel Uhr?' (At what time?) [citation:5]."
"null wie viel Uhr kommst du?","Um","um","question phrase","(At) what time are you coming?","The question phrase is always 'Um wie viel Uhr...?' [citation:5]."
"Wir treffen uns null 19 Uhr.","um","um","specific time","We're meeting at 7 p.m.","24-hour time is common: um 19 Uhr [citation:5]."
"null Montag habe ich Unterricht.","Am","am","day of week","On Monday I have class.","am + day of week = on Monday (am = an + dem) [citation:1][citation:5]."
"null Wochenende schlafe ich lange.","Am","am","weekend","On weekends I sleep late.","am Wochenende = on the weekend [citation:1]."
"null Abend trinke ich Tee.","Am","am","part of day","In the evening I drink tea.","am Abend = in the evening (generally) [citation:1]."
"null Morgen trinke ich Kaffee.","Am","am","part of day","In the morning I drink coffee.","am Morgen = in the morning [citation:1]."
"null Nachmittag lerne ich.","Am","am","part of day","In the afternoon I study.","am Nachmittag = in the afternoon [citation:1]."
"null Freitag gehen wir ins Kino.","Am","am","day of week","On Friday we're going to the cinema.","am Freitag = on Friday [citation:1][citation:5]."
"null 15. Mai habe ich Geburtstag.","Am","am","specific date","On May 15th I have a birthday.","am + date (ordinal number) [citation:1]."
"null ersten Januar ist Neujahr.","Am","am","specific date","On January 1st is New Year's Day.","am + ordinal number + month [citation:1]."
"Ich bin null 24. Dezember geboren.","am","am","date of birth","I was born on December 24th.","Dates always use am [citation:1]."
"null Sommer ist es heiß.","Im","im","season","In summer it's hot.","im + season = in the summer (im = in + dem) [citation:1]."
"null Winter schneit es.","Im","im","season","In winter it snows.","im Winter = in winter [citation:1]."
"null Frühling blühen die Blumen.","Im","im","season","In spring the flowers bloom.","im Frühling = in spring [citation:1]."
"null Herbst fallen die Blätter.","Im","im","season","In autumn the leaves fall.","im Herbst = in autumn [citation:1]."
"null Januar ist es kalt.","Im","im","month","In January it is cold.","im + month = in January [citation:1]."
"null August fahren wir in Urlaub.","Im","im","month","In August we go on vacation.","im August = in August [citation:1]."
"null Dezember ist Weihnachten.","Im","im","month","In December is Christmas.","im Dezember = in December [citation:1]."
"null Jahr 2023 war ich in Berlin.","Im","im","year","In 2023 I was in Berlin.","im Jahr + year = in the year... [citation:1]."
"null Jahr 2024 habe ich Deutsch gelernt.","Im","im","year","In 2024 I learned German.","im Jahr can be shortened to just the year in spoken German."
"Der Kurs dauert null 9 null 17 Uhr.","von bis","von/bis","time range","The course lasts from 9 to 5 o'clock.","von + time + bis + time = from...to... [citation:1][citation:5]."
"Ich arbeite null 8 null 16 Uhr.","von bis","von/bis","time range","I work from 8 to 4 o'clock.","Use von...bis to express time ranges [citation:5]."
"null Montag null Freitag arbeite ich.","Von bis","von/bis","day range","From Monday to Friday I work.","von + day + bis + day = from...to... [citation:1]."
"null September null Dezember habe ich Kurs.","Von bis","von/bis","month range","From September to December I have class.","von + month + bis + month = from...to... [citation:1]."
"Heute ist null Montag.","nicht","null","exception","Today is not Monday.","Time expressions can be negated with nicht: Heute ist nicht Montag."
"null heute, sondern morgen.","Nicht","nicht","negation","Not today, but tomorrow.","To negate a specific time word, use nicht before it."
"null Abend gehe ich ins Kino.","Heute","heute","exception","Tonight I'm going to the cinema.","Exception: 'tonight' is heute Abend (no preposition) [citation:1]."
"null Morgen habe ich Zeit.","Heute","heute","exception","This morning I have time.","Exception: 'this morning' is heute Morgen (no preposition)."
"Ich trinke Kaffee null Tee.","und","und","and","I drink coffee and tea.","und connects words or sentences without changing word order [citation:10]."
"Magst du Tee null Kaffee?","oder","oder","or","Do you like tea or coffee?","oder offers a choice between options [citation:10]."
"Ich mag Kaffee, null mein Freund trinkt Tee.","aber","aber","but","I like coffee, but my friend drinks tea.","aber shows contrast. A comma is usually placed before it [citation:2][citation:5]."
"Ich lerne Deutsch null mein Bruder lernt Englisch.","und","und","and","I learn German and my brother learns English.","und connects two main clauses. Word order stays normal in both parts [citation:2]."
"Gehst du ins Kino, null bleibst du zu Hause?","oder","oder","or","Are you going to the cinema, or are you staying home?","oder connects two questions [citation:1]."
"Er ist müde, null er kann nicht schlafen.","aber","aber","but","He is tired, but he can't sleep.","aber connects contrasting ideas. The verb is still in second position [citation:5]."
"Ich habe einen Bruder null eine Schwester.","und","und","and","I have a brother and a sister.","und connects nouns. No comma is needed [citation:2]."
"Kommst du heute null morgen?","oder","oder","or","Are you coming today or tomorrow?","oder connects time expressions [citation:1]."
"Der Film war lang, null gut.","aber","aber","but","The film was long but good.","aber connects adjectives. No comma needed for short phrases."
"Wir gehen ins Kino, null danach essen wir Pizza.","und","und","and","We are going to the cinema, and afterwards we eat pizza.","und connects two actions in sequence [citation:1]."
"Ich möchte reisen, null ich habe kein Geld.","aber","aber","but","I would like to travel, but I have no money.","aber expresses a limitation or obstacle."
"Kaufen wir Brot null Milch?","oder","oder","or","Shall we buy bread or milk?","oder connects items in a list question."
"Mein Bruder null meine Schwester sind hier.","und","und","and","My brother and my sister are here.","und connects two subjects (plural verb required)."
"Er ist groß, stark null intelligent.","und","und","and","He is tall, strong and intelligent.","und connects a list of adjectives."
"Soll ich dich um 8 null um 9 Uhr abholen?","oder","oder","or","Should I pick you up at 8 or 9 o'clock?","oder connects two time options."
"Ich mag Pizza, null ich mag keine Spaghetti.","aber","aber","but","I like pizza, but I don't like spaghetti.","aber contrasts positive and negative statements."
"Wir können ins Kino gehen null zu Hause bleiben.","oder","oder","or","We can go to the cinema or stay at home.","oder connects two verb phrases [citation:1]."
"Er sucht eine Wohnung null ein Haus.","oder","oder","or","He is looking for an apartment or a house.","oder connects two noun objects."
"Sie ist klein, null stark.","aber","aber","but","She is small but strong.","aber connects contrasting adjectives."
"Ich rufe dich an null schicke dir eine Nachricht.","oder","oder","or","I will call you or send you a message.","oder connects two future actions."
"null ich, sondern du.","Nicht","nicht","negation","Not me, but you.","aber is not used with negatives; sondern is used for 'but rather' at higher levels [citation:2]."
"Ich trinke null Kaffee null Tee.","und und","und","and and","I drink coffee and tea.","Multiple und conjunctions can be used in a list."
"Er wohnt in Berlin null arbeitet in Hamburg.","und","und","and","He lives in Berlin and works in Hamburg.","und connects two clauses with the same subject [citation:2]."
"Fährst du mit dem Auto null mit dem Zug?","oder","oder","or","Are you going by car or by train?","oder connects two prepositional phrases."
"Sie ist müde, null sie will noch nicht schlafen.","aber","aber","but","She is tired, but she doesn't want to sleep yet.","aber contrasts a state with a desire."
"Ich mag Hunde, null ich habe Angst vor großen Hunden.","aber","aber","but","I like dogs, but I'm afraid of big dogs.","aber adds a specific exception."
"Willst du essen null trinken?","oder","oder","or","Do you want to eat or drink?","oder connects two verb infinitives."
"Das Buch ist spannend null lustig.","und","und","and","The book is exciting and funny.","und connects two positive attributes."
"Er kommt heute null morgen.","oder","oder","or","He is coming today or tomorrow.","oder connects time adverbs."
"Die Kinder spielen null die Eltern kochen.","und","und","and","The children are playing and the parents are cooking.","und connects two simultaneous actions [citation:1]."
"Ich möchte ___ Apfel.","einen",",","to want","I would like an apple.","Accusative case: masculine nouns (der Apfel) change to 'einen'."
"Hast du ___ Zeit?","die",",","to have","Do you have the time?","Accusative case: feminine nouns (die Zeit) stay 'die'."
"Er sucht ___ Buch.","das",",","to look for","He is looking for the book.","Accusative case: neuter nouns (das Buch) stay 'das'."
"Ich danke ___ Frau.","der",",","to thank","I thank the woman.","Dative case: verb 'danken' requires dative; feminine 'die' -> 'der'."
"Wir helfen ___ Mann.","dem",",","to help","We help the man.","Dative case: verb 'helfen' requires dative; masculine 'der' -> 'dem'."
"Kannst du ___ Kind helfen?","dem",",","to help","Can you help the child?","Dative case: verb 'helfen' requires dative; neuter 'das' -> 'dem'."
"Das ist ___ Auto von mein___ Vater.","das, meinem",",","to be","That is the car of my father.","Possessive + dative after 'von': mein -> meinem (masculine dative)."
"Ich gehe zu ___ Arzt.","dem",",","to go","I am going to the doctor.","Dative after 'zu': zu + dem = zum."
"Wir fahren mit ___ Bus.","dem",",","to drive","We are going by bus.","Dative after 'mit': mit + dem = mit dem."
"Ich interessiere mich ___ Musik.","für",",","to be interested","I am interested in music.","Fixed preposition: 'sich interessieren für' + accusative."
"Sie warten ___ den Bus.","auf",",","to wait","They are waiting for the bus.","Fixed preposition: 'warten auf' + accusative."
"Er denkt ___ seine Freundin.","an",",","to think","He is thinking about his girlfriend.","Fixed preposition: 'denken an' + accusative."
"Ich freue mich ___ das Geschenk.","über",",","to be happy","I am happy about the gift.","Fixed preposition: 'sich freuen über' + accusative."
"___ du morgen Geburtstag?","Hast","haben","to have","Do you have a birthday tomorrow?","Question word order: verb comes first (Hast du...?)."
"Wann ___ du aufstehen?","musst","müssen","must/have to","When do you have to get up?","Modal verb in question: conjugated verb second, main verb at end."
"Gestern ___ ich ins Kino gegangen.","bin","sein","to be","Yesterday I went to the cinema.","Perfekt tense: verb 'gehen' takes 'sein' as auxiliary."
"Ich habe meine Schlüssel ___ (lose).","verloren","verlieren","to lose","I have lost my keys.","Irregular past participle: verlieren -> verloren."
"Das Buch ist ___ (read) worden.","gelesen","lesen","to read","The book has been read.","Past participle: lesen -> gelesen."
"___ du bitte das Fenster?","Öffnest","öffnen","to open","Do you open the window please?","Verb conjugation: du = öffnest."
"Er ___ immer spät nach Hause.","kommt","kommen","to come","He always comes home late.","Verb conjugation: er = kommt."
"Wir ___ heute Abend aus.","gehen","ausgehen","to go out","We are going out tonight.","Separable verb: 'ausgehen' in main clause splits."
"Wann ___ du morgen auf?","stehst","aufstehen","to get up","When do you get up tomorrow?","Separable verb question: conjugated part (stehst) in position 2."
"Ich habe gestern Fußball ___ (played).","gespielt","spielen","to play","I played football yesterday.","Regular past participle: ge + stem + t."
"Sie ist nach Berlin ___ (driven).","gefahren","fahren","to drive","She drove to Berlin.","Irregular past participle: fahren -> gefahren."
"Hast du das Buch ___ (read)?","gelesen","lesen","to read","Have you read the book?","Irregular past participle: lesen -> gelesen."
"Das ist ___ interessant Buch.","ein",",","to be","That is an interesting book.","Indefinite article + adjective: neuter nominative = ein."
"Ich trage ___ rot Rock.","einen",",","to wear","I am wearing a red skirt.","Indefinite article + adjective: masculine accusative = einen."
"___ du heute Abend Zeit?","Hast","haben","to have","Do you have time tonight?","Question formation: verb before subject."
"___ ist das? - Das ist mein Bruder.","Wer",",","who","Who is that? That is my brother.","Question word 'wer' for people."
"___ Buch ist das? - Das ist meins.","Wessen",",","whose","Whose book is that? That is mine.","Genitive question word 'wessen'."
"Kommst du mit, ___ du Zeit hast?","wenn",",","if/when","Are you coming along if you have time?","Subordinating conjunction 'wenn' sends verb to end."
"Ich bleibe zu Hause, ___ ich krank bin.","weil",",","because","I am staying home because I am sick.","Subordinating conjunction 'weil' sends verb to end."
"___ du bitte leise sein?","Kannst","können","can","Can you please be quiet?","Modal verb in question: 'können' first."
"Wir ___ morgen früher kommen.","sollen","sollen","should","We should come earlier tomorrow.","Modal verb 'sollen' expresses obligation/recommendation."
"Ich ___ das nicht essen.","darf","dürfen","may/be allowed","I am not allowed to eat that.","Modal verb 'dürfen' for permission; 'nicht' negates."
"Er ___ ein neues Auto kaufen.","will","wollen","want to","He wants to buy a new car.","Modal verb 'wollen' expresses intention."
"Ich habe ___ Hunger.","keinen",",","to have","I am not hungry. (I have no hunger.)","Negation with 'kein': masculine accusative = keinen."
"Das ist ___ gute Idee.","keine",",","to be","That is not a good idea.","Negation with 'kein': feminine nominative = keine."
"Er hat ___ Kinder.","keine",",","to have","He has no children.","Negation with 'kein': plural accusative = keine."
"Das ist ___ mein Buch.","nicht",",","to be","That is not my book.","'Nicht' negates the possessive pronoun phrase."
"Ich verstehe ___ .","nicht",",","to understand","I do not understand.","'Nicht' negates the verb at the end."
"___ du morgen Zeit?","Hast","haben","to have","Do you have time tomorrow?","Question formation: conjugated verb in position 1."
"Wann ___ du Geburtstag?","hast","haben","to have","When is your birthday?","W-question: question word (position 1) + verb (position 2)."
"___ du Fußball oder Tennis?","Spielst","spielen","to play","Do you play football or tennis?","Question with 'oder': verb in position 1."
"___ das dein Auto?","Ist","sein","to be","Is that your car?","Yes/no question with 'sein': verb first."
"___ viel kostet das?","Wie",",","how","How much does that cost?","Question word 'wie viel' for price/quantity."
"___ kommst du? - Aus Berlin.","Woher",",","from where","Where are you from? - From Berlin.","'Woher' asks for origin; answer with 'aus'."
"___ gehst du? - Nach Hause.","Wohin",",","where to","Where are you going? - Home.","'Wohin' asks for destination (movement)."
"___ liegt der Bahnhof?","Wo",",","where","Where is the station located?","'Wo' asks for static location."
"Das ist der Mann, ___ ich kenne.","den",",","whom","That is the man whom I know.","Relative pronoun in accusative: der -> den."
"Das ist die Frau, ___ mir hilft.","die",",","who","That is the woman who helps me.","Relative pronoun in nominative: die stays die."
"Das ist das Kind, ___ ich ein Buch gebe.","dem",",","to whom","That is the child to whom I give a book.","Relative pronoun in dative: das -> dem."
"Kannst du ___ das Geld geben?","mir",",","to me","Can you give me the money?","Dative pronoun 'mir' (to me) after verb 'geben'."
"Ich sehe ___ im Spiegel.","dich",",","you","I see you in the mirror.","Accusative pronoun 'dich' (you) after verb 'sehen'."
"Wir treffen ___ um acht.","uns",",","ourselves","We meet (each other) at eight.","Reflexive pronoun 'uns' for wir."
"___ du dich für Sport?","Interessierst","sich interessieren","to be interested","Are you interested in sports?","Reflexive verb question: verb + du + dich."
"Ich ___ mich über das Geschenk.","freue","sich freuen","to be happy","I am happy about the gift.","Reflexive verb 'sich freuen': ich freue mich."
"Er ___ sich die Hände.","wäscht","sich waschen","to wash","He is washing his hands.","Reflexive verb with body part: 'sich die Hände waschen'."
"Setz ___ bitte!","dich",",","yourself","Please sit down! (informal)","Imperative with reflexive: setz dich (du form)."
"___ Sie bitte!","Setzen","sich setzen","to sit","Please sit down! (formal)","Imperative formal: verb + Sie (setzen Sie)."
"___ leise, bitte!","Sei","sein","to be","Be quiet, please! (informal)","Imperative du form of 'sein' is irregular: sei."
"___ ihr pünktlich!","Seid","sein","to be","Be on time! (plural informal)","Imperative ihr form of 'sein': seid."
"Das Wetter ist heute ___ als gestern.","schlechter","schlecht","bad","The weather is worse today than yesterday.","Comparative form: schlecht -> schlechter."
"Das ist ___ schönste Tag.","der",",","to be","That is the most beautiful day.","Superlative with definite article: der schönste."
"Mein Auto ist ___ teuer wie deins.","so",",","to be","My car is as expensive as yours.","Equality comparison: so + adjective + wie."
"Ich laufe ___ (fast) als du.","schneller","schnell","to run","I run faster than you.","Comparative + 'als' for inequality."
"Dieses Buch ist ___ interessant.","weniger",",","to be","This book is less interesting.","'Weniger' expresses lesser degree."
"___ ist die Toilette?","Wo",",","where","Where is the toilet?","Basic location question."
"Kann ich ___ helfen?","Ihnen",",","you (formal)","Can I help you? (formal)","Dative pronoun for formal 'Sie' is 'Ihnen'."
"Wie ___ es dir?","geht","gehen","to go","How are you? (informal)","Fixed greeting phrase: Wie geht es dir?"
"Mir ___ gut.","geht","gehen","to go","I am fine.","Dative expression: Mir geht es gut."
"___ du Lust, ins Kino zu gehen?","Hast","haben","to have","Do you feel like going to the cinema?","Phrase: Lust haben + zu + infinitive."
"Ich habe keine Lust, ___ arbeiten.","zu",",","to","I don't feel like working.","Infinitive with 'zu' after 'Lust haben'."
"Es ist wichtig, früh ___ kommen.","zu",",","to","It is important to come early.","Infinitive with 'zu' after 'es ist + adjective'."
"Er versucht, Deutsch ___ lernen.","zu",",","to","He is trying to learn German.","Infinitive with 'zu' after 'versuchen'."
"Wir gehen ___ Hause.","nach",",","to","We are going home.","Fixed phrase: nach Hause (direction)."
"Ich bin ___ Hause.","zu",",","at","I am at home.","Fixed phrase: zu Hause (location)."
"Das Buch liegt ___ dem Tisch.","auf",",","on","The book is lying on the table.","Two-way preposition: location = dative."
"Ich lege das Buch ___ den Tisch.","auf",",","onto","I put the book onto the table.","Two-way preposition: movement = accusative."
"Die Bilder hängen ___ der Wand.","an",",","on","The pictures are hanging on the wall.","Two-way preposition: location = dative."
"Er hängt die Bilder ___ die Wand.","an",",","onto","He hangs the pictures onto the wall.","Two-way preposition: movement = accusative."
"Der Hund ist ___ dem Haus.","vor",",","in front of","The dog is in front of the house.","Two-way preposition: location = dative."
"Der Hund läuft ___ das Haus.","vor",",","in front of","The dog runs to the front of the house.","Two-way preposition: movement = accusative."
"Ich stelle den Stuhl ___ den Tisch.","neben",",","next to","I put the chair next to the table.","Two-way preposition: movement = accusative."
"Der Stuhl steht ___ dem Tisch.","neben",",","next to","The chair is standing next to the table.","Two-way preposition: location = dative."
"___ dir das bitte an!","Schau","anschauen","to look at","Please look at that! (informal)","Imperative with separable verb: schau... an."
"___ Sie mich bitte an!","Sehen","ansehen","to look at","Please look at me! (formal)","Imperative formal with separable verb: sehen Sie... an."
"Fang ___ an!","jetzt",",","now","Start now!","Time adverb 'jetzt' in imperative sentence."
"Ich habe gestern ___ Film gesehen.","einen",",","to see","I saw a film yesterday.","Indefinite article in accusative: ein -> einen."
"Sie hat ___ neue Tasche gekauft.","eine",",","to buy","She bought a new bag.","Indefinite article in accusative: eine stays eine."
"Wir haben ___ altes Haus gekauft.","ein",",","to buy","We bought an old house.","Indefinite article in accusative: ein stays ein."
"Ich möchte ___ Kaffee trinken.","einen",",","to want","I would like to drink a coffee.","Accusative object after 'möchte'."
"Kann ich ___ Wasser haben?","ein",",","to have","Can I have some water?","Partitive use: 'ein' (a/one) with neuter."
"Hast du ___ Geschwister?","keine",",","to have","Do you have any siblings? (No siblings?)","Negation in question expecting 'no' answer."
"Nein, ich habe ___ Geschwister.","keine",",","to have","No, I have no siblings.","'Keine' for plural negation."
"Ja, ich habe ___ Bruder.","einen",",","to have","Yes, I have one brother.","Affirmative answer with indefinite article."
"___ du morgen Zeit? - Ja, ich habe Zeit.","Hast","haben","to have","Do you have time tomorrow? - Yes, I have time.","Yes/no question pattern."
"___ Uhr ist es?","Wie viel",",","what","What time is it?","Fixed phrase for asking time: Wie viel Uhr...?"
"Es ist ___ Uhr.","ein",",","to be","It is one o'clock.","Time expression: Es ist ein Uhr (singular)."
"Es ist ___ Uhr.","zwei",",","to be","It is two o'clock.","Time expression: Es ist zwei Uhr (plural)."
"Um ___ Uhr treffen wir uns?","wie viel",",","what","What time are we meeting?","Question with preposition: Um wie viel Uhr...?"
"Wir treffen uns ___ acht Uhr.","um",",","at","We are meeting at eight o'clock.","Preposition 'um' for specific times."
"Am ___ gehe ich immer schwimmen.","Samstag",",","Saturday","On Saturdays I always go swimming.","'Am' + weekday for regular activities."
"___ Sommer fahren wir nach Italien.","Im",",","in","In summer we are going to Italy.","'Im' + season (in + dem = im)."
"___ Januar ist es kalt.","Im",",","in","In January it is cold.","'Im' + month (in + dem = im)."
"Ich arbeite ___ Montag bis Freitag.","von",",","from","I work from Monday to Friday.","Fixed phrase: von... bis..."
"___ Wochentag hast du frei?","Welchen",",","which","Which weekday do you have off?","Interrogative 'welcher' in accusative: welchen."
"Das ist ___ tolle Idee!","eine",",","to be","That is a great idea!","Exclamation with indefinite article."
"___ schönes Haus!","Ein",",","a","What a beautiful house!","Exclamation structure: Ein + adjective + noun."
"Ich habe ___ Hunger!","solchen",",","such","I am so hungry! (I have such hunger!)","'Solch-' expresses intensity; accusative masculine = solchen."
"Er ist ___ netter Mensch.","ein",",","to be","He is such a nice person.","Indefinite article with adjective: ein netter Mensch."
"Das war ___ toller Urlaub!","ein",",","to be","That was a great vacation!","Indefinite article in nominative: ein toller Urlaub."
"___ Wetter heute!","Welch",",","what","What weather today!","Exclamation: Welch + noun (without article)."
"Ich habe das ___ verstanden.","nicht",",","to understand","I did not understand that.","'Nicht' negates the verb phrase."
"Das ist ___ wahr.","nicht",",","to be","That is not true.","'Nicht' negates the adjective 'wahr'."
"Er kommt heute ___ .","nicht",",","to come","He is not coming today.","'Nicht' at end negates the verb."
"___ hast du das gesagt?","Wem",",","to whom","To whom did you say that?","Dative question word 'wem' (to whom)."
"___ Buch ist das?","Wessen",",","whose","Whose book is that?","Genitive question word 'wessen'."
"___ von euch kann mir helfen?","Wer",",","who","Who among you can help me?","Nominative question word 'wer' (who)."
"Mit ___ fährst du?","wem",",","whom","With whom are you travelling?","Preposition + question word: mit + wem (dative)."
"Für ___ ist das Geschenk?","wen",",","whom","For whom is the gift?","Preposition + question word: für + wen (accusative)."
"An ___ denkst du?","wen",",","whom","About whom are you thinking?","Preposition + question word: an + wen (accusative)."
"Von ___ hast du das gehört?","wem",",","whom","From whom did you hear that?","Preposition + question word: von + wem (dative)."
"Ich habe ___ gesehen.","niemanden",",","to see","I saw nobody.","Negative pronoun 'niemand' in accusative: niemanden."
"___ war da.","Niemand",",","to be","Nobody was there.","Negative pronoun in nominative: niemand."
"Hast du ___ gesehen?","jemanden",",","to see","Did you see anyone?","Indefinite pronoun 'jemand' in accusative: jemanden."
"Ist da ___?","jemand",",","to be","Is anyone there?","Indefinite pronoun in nominative: jemand."
"Ich habe ___ gehört.","etwas",",","to hear","I heard something.","Indefinite pronoun 'etwas' (something) is invariable."
"Hast du ___ gehört?","nichts",",","to hear","Did you hear nothing? (Anything?)","Negative pronoun 'nichts' (nothing) is invariable."
"Ich möchte ___ essen.","etwas",",","to want","I want to eat something.","'Etwas' as object of verb."
"Er will ___ trinken.","nichts",",","to want","He wants to drink nothing.","'Nichts' as object of verb."
"Ich habe alles ___ richtig gemacht.","nicht",",","to do","I did not do everything correctly.","'Nicht' negates the adverb 'richtig'."
"Das ist ___ mein Problem.","nicht",",","to be","That is not my problem.","'Nicht' negates the possessive phrase."
"Er ist ___ mein Freund.","nicht",",","to be","He is not my friend.","'Nicht' negates the predicate noun phrase."
"Sie hat ___ Geld.","kein",",","to have","She has no money.","'Kein' with uncountable noun 'Geld' (neuter accusative = kein)."
"Wir haben ___ Zeit.","keine",",","to have","We have no time.","'Kein' with feminine noun 'Zeit' (accusative = keine)."
"Das ist ___ Problem.","kein",",","to be","That is no problem.","'Kein' with neuter noun 'Problem' (nominative = kein)."
"Ich habe ___ Ahnung.","keine",",","to have","I have no idea.","Fixed phrase: keine Ahnung (feminine accusative)."
"Das macht ___ Sinn.","keinen",",","to make","That makes no sense.","Fixed phrase: keinen Sinn machen (masculine accusative)."
"Er hat ___ Interesse.","kein",",","to have","He has no interest.","'Kein' with neuter noun 'Interesse' (accusative = kein)."
"___ du das Fenster schließen?","Kannst","können","can","Can you close the window?","Modal verb question: 'können' first, main verb at end."
"___ ich Ihnen helfen?","Darf","dürfen","may","May I help you? (formal)","Polite offer with 'dürfen' (permission)."
"___ wir morgen kommen?","Sollen","sollen","should","Should we come tomorrow?","Modal verb 'sollen' for suggestion/obligation."
"___ du mitkommen?","Willst","wollen","want to","Do you want to come along?","Modal verb 'wollen' for intention."
